,country,forecast_2023,forecast_2024,forecast_2025,forecast_2026,forecast_2027,forecast_2028,forecast_2029,forecast_2030,forecast_2031,forecast_2032,forecast_2033,forecast_2034,forecast_2035,forecast_2036,forecast_2037,forecast_2038
20,Bahrain,39.27075958251953,39.98280334472656,40.73025894165039,41.449127197265625,42.1605339050293,42.8625602722168,43.454917907714844,44.02460479736328,44.53675079345703,45.03388595581055,45.47496795654297,45.88752365112305,46.19130325317383,46.484336853027344,46.75074768066406,47.00766372680664
21,Bangladesh,102.7596206665039,104.4148941040039,105.74439239501953,106.82102966308594,107.714111328125,108.45423126220703,109.0873794555664,109.61666870117188,110.04412078857422,110.4075698852539,110.70723724365234,110.96601104736328,111.09825134277344,111.25931549072266,111.37769317626953,111.46815490722656
22,Barbados,1.1022872924804688,1.1647425889968872,1.2450265884399414,1.2808825969696045,1.3587110042572021,1.3977824449539185,1.4450381994247437,1.4710512161254883,1.501409888267517,1.5373424291610718,1.5717618465423584,1.6101031303405762,1.6504570245742798,1.672482967376709,1.6940182447433472,1.7152577638626099
23,Belarus,61.51889419555664,61.4077262878418,61.23451232910156,61.1706657409668,61.05780792236328,60.99647521972656,60.9543342590332,60.859222412109375,60.68523406982422,60.6322135925293,60.67463302612305,60.778663635253906,60.8173942565918,60.76654815673828,60.810916900634766,60.79338455200195
24,Belgium,91.38075256347656,90.531005859375,89.82129669189453,89.12413024902344,88.55376434326172,88.03631591796875,87.5464859008789,87.12572479248047,86.69258117675781,86.30400085449219,85.95064544677734,85.6234130859375,85.33616638183594,85.1434326171875,84.9254379272461,84.77589416503906
25,Belize,0.7318467497825623,0.7461488842964172,0.7575950026512146,0.7674731016159058,0.7760983109474182,0.7843677997589111,0.7911924123764038,0.7964747548103333,0.7998464107513428,0.8029531240463257,0.8057568073272705,0.8082450032234192,0.8099044561386108,0.8118342161178589,0.8130361437797546,0.8139959573745728
26,Benin,8.905930519104004,9.19410228729248,9.448895454406738,9.671345710754395,9.87235164642334,10.050480842590332,10.204545021057129,10.336588859558105,10.44677734375,10.533045768737793,10.607839584350586,10.66965389251709,10.728809356689453,10.7767333984375,10.815513610839844,10.850184440612793
27,Bermuda,0.5179396867752075,0.5700123906135559,0.600753128528595,0.6149137616157532,0.6300370693206787,0.647420346736908,0.5987045764923096,0.5353822112083435,0.48377716541290283,0.4638178050518036,0.4899832010269165,0.5538123250007629,0.5926340818405151,0.6245872974395752,0.6433760523796082,0.644246518611908
28,Bhutan,1.1229039430618286,1.0946481227874756,1.0621687173843384,1.032347559928894,1.0123838186264038,0.9963998794555664,0.9837775230407715,0.9758831262588501,0.9696803689002991,0.9725437760353088,0.9804909825325012,0.996608555316925,1.0152106285095215,1.0114282369613647,1.0138410329818726,1.0162638425827026
29,Bolivia,21.58003044128418,21.523263931274414,21.432218551635742,21.33156394958496,21.230609893798828,21.1494140625,21.05086326599121,21.00044822692871,20.940176010131836,20.91581153869629,20.923709869384766,20.951541900634766,20.994531631469727,20.901723861694336,20.90352439880371,20.901859283447266
30,Bonaire Sint Eustatius and Saba,0.11680367588996887,0.11921998113393784,0.12150479853153229,0.12436595559120178,0.12656626105308533,0.12823037803173065,0.1297937035560608,0.13124819099903107,0.1323685646057129,0.1332705169916153,0.1341361254453659,0.13503320515155792,0.13568080961704254,0.13623608648777008,0.1368570476770401,0.1374284029006958
31,Bosnia and Herzegovina,20.495363235473633,20.468955993652344,20.44915771484375,20.438390731811523,20.46874237060547,20.483936309814453,20.498516082763672,20.47884178161621,20.443435668945312,20.45085334777832,20.468320846557617,20.489553451538086,20.496559143066406,20.504884719848633,20.5008487701416,20.49232292175293
32,Botswana,6.762929916381836,6.780457973480225,6.778208255767822,6.776636600494385,6.759222030639648,6.749241828918457,6.7426438331604,6.748780727386475,6.7354207038879395,6.730966091156006,6.735256195068359,6.746447563171387,6.750226020812988,6.736850261688232,6.727881908416748,6.734103202819824
